listing_id,title,before_asset,current_asset,final_asset,required_visual_subject,observed_visual_subject,trust_class,precedence_result,pass_fail,rationale
dbb71a09-b936-4a2d-937e-94e001879100,Domestic Cannabis Distribution — Licensed Carrier Network,representative/v2/warehouse-logistics.png,representative/v2/warehouse-logistics.png,representative/v2/warehouse-logistics.png,warehouse/logistics and controlled distribution context,"warehouse and temperature-controlled logistics containers, tote and pallet-handling supplies",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
875645a0-61bd-4698-9db8-457a2e6d66a7,"Dried Biomass — Trim Lot, Wholesale",representative/v2/hemp-biomass.png,representative/v6/biomass.png,representative/v6/biomass.png,bulk dried botanical biomass material,"bulk dried chopped botanical biomass in lined tote, stainless sample tray and sealed bulk sack",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
0a6ed9d8-0e57-44b9-ac69-802355bf5fef,"Drip Irrigation Kit (Expandable, Per Zone)",representative/v3/cultivation-hardware.png,representative/v3/cultivation-hardware.png,representative/v3/cultivation-hardware.png,cultivation irrigation/environmental-control hardware,"commercial irrigation/environmental-control hardware with tubing, controller and propagation dome",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
a68f851b-9bc8-4393-a8bc-2680c119af4c,Empty 510 Vape Cartridge — 0.5mL Ceramic/Glass,representative/v3/vape-hardware.png,representative/v3/vape-hardware.png,representative/v3/vape-hardware.png,510 battery/cartridge hardware,510 battery and ceramic/glass cartridge hardware components,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
3ab84ccd-4351-4631-bc9d-6c04deda6f94,Empty 510 Vape Cartridge — 1.0mL Ceramic/Glass,representative/v3/vape-hardware.png,representative/v3/vape-hardware.png,representative/v3/vape-hardware.png,510 battery/cartridge hardware,510 battery and ceramic/glass cartridge hardware components,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
11a07916-3306-454d-b143-bee208399d6a,Ethanol Extraction System — Commercial Scale,representative/v5/co2-extraction-system.png,representative/v6/ethanol-extraction-system.png,representative/v6/ethanol-extraction-system.png,commercial ethanol extraction equipment,"commercial ethanol botanical extraction skid with jacketed vessels, solvent-recovery and circulation equipment",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
2e03809a-553c-4311-abf0-87cde0d32f35,EU Cannabis Testing — GMP-Aligned CoA & Stability,representative/v2/lab-qa.png,representative/v6/lab-testing-instrumentation.png,representative/v6/lab-testing-instrumentation.png,analytical laboratory testing/instrumentation,"analytical testing station with HPLC/autosampler, GC-MS-style instrument, vials and blank monitor",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
15970878-6c39-4759-9d15-49eed526957c,EU Medical Market Import Mandate — Flower & Extract,representative/v4/flower-extract-import.png,representative/v4/flower-extract-import.png,representative/v4/flower-extract-import.png,extract/isolate/distillate product class,representative regulated product supply pairing packaged flower format and extract/oil container,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
963a320f-9451-40c6-96c3-22d9f249dbd9,EU Pharmaceutical Packaging — Primary & Secondary Cannabis Formats,representative/v4/pharmaceutical-packaging.png,representative/v4/pharmaceutical-packaging.png,representative/v4/pharmaceutical-packaging.png,mixed or pharmaceutical packaging suite,"neutral pharmaceutical primary and secondary packaging including bottles, blister and cartons",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
0f084ffc-d59e-4329-9d60-c20075e2c052,EU-GMP Cannabis — Import Supply Opportunity,representative/v4/flower-extract-import.png,representative/v4/flower-extract-import.png,representative/v4/flower-extract-import.png,combined regulated flower/extract supply class,representative regulated product supply pairing packaged flower format and extract/oil container,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
b0959d9f-8a20-4d64-be2d-07841c21eead,EU-GMP Certified Dried Flower — 100kg Lot,representative/v2/bulk-flower.png,representative/v6/dried-flower.png,representative/v6/dried-flower.png,dried medicinal flower product class,dried medicinal flower material in stainless sample tray with neutral bulk pouch and amber sample jar,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
a6b55ae7-deaa-4b05-b4e6-88f87e0c0564,EU-GMP Certified Flower — Export-Ready Batches,representative/v2/bulk-flower.png,representative/v6/dried-flower.png,representative/v6/dried-flower.png,dried medicinal flower product class,dried medicinal flower material in stainless sample tray with neutral bulk pouch and amber sample jar,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
08e59baa-69fc-41d9-8fe8-678d632ad114,"EU-GMP Dried Flower — 500kg/month, Germany",representative/v2/bulk-flower.png,representative/v6/dried-flower.png,representative/v6/dried-flower.png,dried medicinal flower product class,dried medicinal flower material in stainless sample tray with neutral bulk pouch and amber sample jar,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
c4751069-0425-4c1f-8f0c-141cead72f50,Export-Ready Feminised Seeds — Phytosanitary + CITES,representative/v3/seeds.png,representative/v3/seeds.png,representative/v3/seeds.png,commercial seed stock,commercial seed stock in neutral sample containers and packaging,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
8d54141b-d4ee-4f63-afa9-cfb9e3d6b8dd,Extraction-Grade Activated Carbon — CRC and Winterisation,representative/v4/extraction-consumables.png,representative/v4/extraction-consumables.png,representative/v4/extraction-consumables.png,extraction/winterisation process consumables,process filtration and extraction/winterisation consumables,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
8a54bf17-cb27-4d6b-9d00-b6c3dd6dbf5f,Feminised Seed Programme — GMP-Compliant Genetics,representative/v3/seeds.png,representative/v3/seeds.png,representative/v3/seeds.png,commercial seed stock,commercial seed stock in neutral sample containers and packaging,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
3d9afc87-8a69-4782-8107-606a016cc9f8,Feminised Seeds — Phytosanitary + CITES,representative/v3/seeds.png,representative/v3/seeds.png,representative/v3/seeds.png,commercial seed stock,commercial seed stock in neutral sample containers and packaging,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
f46c9f28-05b2-449a-92c4-9b014fc1a60f,Feminised Seeds — Stabilised Commercial Cultivar,representative/v3/seeds.png,representative/v3/seeds.png,representative/v3/seeds.png,commercial seed stock,commercial seed stock in neutral sample containers and packaging,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
d0e318be-2ac7-4d4d-93b0-1b52991d2631,"Full-Cycle Nutrient Programme — Commercial Cannabis, EU Supply",representative/v2/cultivation-inputs.png,representative/v2/cultivation-inputs.png,representative/v2/cultivation-inputs.png,commercial cultivation nutrient inputs,commercial cultivation inputs including nutrient containers and propagation-support materials,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
ca25146b-e84c-489b-86f3-5e6d9329628f,Full-Spectrum CO₂ Oil — Refined Distillate 92% THC,representative/v3/extract-isolate.png,representative/v3/extract-isolate.png,representative/v3/extract-isolate.png,extract/isolate/distillate product class,"neutral containers holding representative extract, distillate and isolate product forms",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
87af39f8-010b-41cc-b6e6-cf13cc8f036d,GDP Cold-Chain Import Handoff — EU Gateway,representative/v2/warehouse-logistics.png,representative/v2/warehouse-logistics.png,representative/v2/warehouse-logistics.png,warehouse/logistics and controlled distribution context,"warehouse and temperature-controlled logistics containers, tote and pallet-handling supplies",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
a0171f73-5a86-4b9f-a75f-4395b343e94b,GDP Logistics Partner — Germany Pharmacy,representative/v2/warehouse-logistics.png,representative/v2/warehouse-logistics.png,representative/v2/warehouse-logistics.png,warehouse/logistics and controlled distribution context,"warehouse and temperature-controlled logistics containers, tote and pallet-handling supplies",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
5c0e478d-5ecf-4ee8-a6db-49bac4d529d2,"Glass Dispensary Jars — CR Lid, UV-Protective, Bulk (China)",representative/v3/glass-jars.png,representative/v3/glass-jars.png,representative/v3/glass-jars.png,"materially representative visual of the listing product, equipment, facility or service class",assortment of small glass concentrate and dispensary jars with child-resistant lids,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
d29d5b55-8fb9-40a3-a6e9-f69094c272e2,GMP Cannabis Extract — International Export Supply,representative/v3/extract-isolate.png,representative/v3/extract-isolate.png,representative/v3/extract-isolate.png,extract/isolate/distillate product class,"neutral containers holding representative extract, distillate and isolate product forms",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
524a6e3f-ad01-4d67-9c42-c5acc7701522,"GMP Facility Consumables — PPE, Sanitation and Maintenance Supply",representative/v2/packaging-equipment.png,representative/v2/packaging-equipment.png,representative/v2/packaging-equipment.png,"facility PPE, sanitation and maintenance consumables",facility sanitation and operational consumables arranged on a mobile utility cart,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
c262c7c2-a8c1-443e-91d5-b4057bc9a31f,GMP Gap Analysis and Audit Readiness,representative/v2/advisory-services.png,representative/v2/advisory-services.png,representative/v2/advisory-services.png,professional advisory/compliance work context,"professional advisory workstation with laptop, documents and compliance-review materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
5ea2cac4-fde8-436f-91c9-c1d828a4d9c3,GMP Processing Facility — Lease Assignment,representative/v3/processing-facility.png,representative/v3/processing-facility.png,representative/v3/processing-facility.png,GMP processing facility,clean GMP-style processing corridor and stainless controlled-production workspace,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
cdd70427-3b61-46fa-8603-b26e5311b1cb,GMP-Compliant Nutrient Line — Commercial Pack,representative/v2/cultivation-inputs.png,representative/v2/cultivation-inputs.png,representative/v2/cultivation-inputs.png,commercial cultivation nutrient inputs,commercial cultivation inputs including nutrient containers and propagation-support materials,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
62dab2cf-8c57-45d6-ad13-b31c6d8f4129,Graduated Glass Droppers (Bulk),representative/v3/tincture-packaging.png,representative/v3/tincture-packaging.png,representative/v3/tincture-packaging.png,tincture bottle/dropper packaging,"amber tincture bottles, droppers and related neutral primary packaging",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
d50f151b-cb0d-4a82-af85-a3d800eb873b,Health Canada Compliant Label Roll — THC/CBD Panel + Symbol (Blank),representative/v3/labels-signage.png,representative/v3/labels-signage.png,representative/v3/labels-signage.png,labels/signage and traceability materials,"blank labels, rolls, cards and compliance-signage materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
dda6aa86-0db2-43b9-b789-c68b2a72b93d,HPLC + GC-MS Lab Instrumentation Package,representative/v2/lab-qa.png,representative/v6/lab-testing-instrumentation.png,representative/v6/lab-testing-instrumentation.png,analytical laboratory testing/instrumentation,"analytical testing station with HPLC/autosampler, GC-MS-style instrument, vials and blank monitor",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
2275531f-1a52-421e-a205-262226e1b2ab,HPLC-Grade Solvents — Bulk Supply for Licensed Testing Labs,representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,analytical laboratory testing/instrumentation,"laboratory consumables including pipette supplies, sample containers and calibration materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
a1386fc4-003b-4558-9c4d-986b1cd6af28,Humidity Control Packs — 62% RH (Case of 100),representative/v3/humidity-curing.png,representative/v3/humidity-curing.png,representative/v3/humidity-curing.png,curing/storage/humidity-control supplies,"bulk curing/storage bags, containers and humidity-control/storage accessories",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
4057c609-399a-4085-b217-23dffb2970b0,Humidity Dome + Tray Propagation Kit,representative/v3/cultivation-hardware.png,representative/v3/cultivation-hardware.png,representative/v3/cultivation-hardware.png,propagation humidity dome and tray,"commercial irrigation/environmental-control hardware with tubing, controller and propagation dome",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
57dbc9f7-6581-4df6-a737-1cfd961759c1,Import Distribution JV — DACH Market Entry,representative/v2/advisory-services.png,representative/v2/advisory-services.png,representative/v2/advisory-services.png,warehouse/logistics and controlled distribution context,"professional advisory workstation with laptop, documents and compliance-review materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
53261076-9594-459b-9a0e-aa9a05cb7c60,In-Store Compliance Signage Kit (Mandatory Health Warnings),representative/v3/labels-signage.png,representative/v3/labels-signage.png,representative/v3/labels-signage.png,labels/signage and traceability materials,"blank labels, rolls, cards and compliance-signage materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
0c39cc61-13c3-4f2d-98e4-7a46d76acf2c,Indoor Grow Room Fit-Out Package,representative/v4/cultivation-facility.png,representative/v4/cultivation-facility.png,representative/v4/cultivation-facility.png,commercial cultivation facility/fit-out,commercial indoor cultivation room/facility fit-out with benches and cultivation infrastructure,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
21cfe1ce-adb2-4bc2-9129-cfd0b6f9eff3,Induction Sealer (Foil Liner Sealing for Bottles),representative/v4/induction-sealer.png,representative/v4/induction-sealer.png,representative/v4/induction-sealer.png,induction foil-liner sealer,bench-top induction foil-liner sealing machine,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
66581192-f794-4e25-88c3-8e55f85307f8,Industrial Bud Shredder / De-Stemmer,representative/v3/bud-shredder.png,representative/v3/bud-shredder.png,representative/v3/bud-shredder.png,industrial shredder/de-stemmer,industrial botanical-material shredder/de-stemmer machinery,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
321e6111-7b39-4d7a-931e-e94e65c11a84,ISO 17025 Batch Testing — Third-Party COA,representative/v2/lab-qa.png,representative/v6/lab-testing-instrumentation.png,representative/v6/lab-testing-instrumentation.png,analytical laboratory testing/instrumentation,"analytical testing station with HPLC/autosampler, GC-MS-style instrument, vials and blank monitor",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
8df1db6b-d0db-4696-9ba2-1bce2a8e4cfd,Lab & QA Consumables — Recurring Supply Programme,representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,laboratory consumables,"laboratory consumables including pipette supplies, sample containers and calibration materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
480ca066-c2ad-46ce-ad80-e4cb8ecf3ee1,Lab & Testing Equipment Lot,representative/v2/lab-qa.png,representative/v6/lab-testing-instrumentation.png,representative/v6/lab-testing-instrumentation.png,analytical laboratory testing/instrumentation,"analytical testing station with HPLC/autosampler, GC-MS-style instrument, vials and blank monitor",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
1e0520af-845e-4091-b908-a67a62f84f76,"Lab Pipette Tips (Bulk Case, 1000ct)",representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,laboratory consumables,"laboratory consumables including pipette supplies, sample containers and calibration materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
e77b8acf-6525-40cd-b9f8-c7ea3e8bcb64,Lab Testing — EU Pharmacopoeial Methods,representative/v2/lab-qa.png,representative/v6/lab-testing-instrumentation.png,representative/v6/lab-testing-instrumentation.png,analytical laboratory testing/instrumentation,"analytical testing station with HPLC/autosampler, GC-MS-style instrument, vials and blank monitor",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
d90dc6d4-92f4-435d-b853-40454ea43833,Licensed Cannabis Facility — Lease Opportunity,representative/v4/cultivation-facility.png,representative/v4/cultivation-facility.png,representative/v4/cultivation-facility.png,"materially representative visual of the listing product, equipment, facility or service class",commercial indoor cultivation room/facility fit-out with benches and cultivation infrastructure,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
0004dc44-c8e3-4339-b40a-2827ea04f68d,Licensed Cannabis Operation — Confidential M&A Opportunity,representative/v2/advisory-services.png,representative/v2/advisory-services.png,representative/v2/advisory-services.png,professional advisory/compliance work context,"professional advisory workstation with laptop, documents and compliance-review materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
782c143a-a3ec-4a59-9a64-6bb822058fbd,Licensed Cultivation Facility — Distressed Exit,representative/v4/cultivation-facility.png,representative/v4/cultivation-facility.png,representative/v4/cultivation-facility.png,commercial cultivation facility/fit-out,commercial indoor cultivation room/facility fit-out with benches and cultivation infrastructure,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
075954a9-c9e1-4205-8963-6df38d546ad8,"Master Shipping Case (Corrugated, Retail-Ready)",representative/v3/shipping-supplies.png,representative/v3/shipping-supplies.png,representative/v3/shipping-supplies.png,warehouse/shipping supplies,"shipping case, corrugated packaging, stretch film, tape and void-fill supplies",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
0fc97c1d-fc6a-4b3a-877a-3324b198d89a,"Medical Vaporiser — CE-Marked, Import-Ready",representative/v3/medical-vaporiser.png,representative/v3/medical-vaporiser.png,representative/v3/medical-vaporiser.png,handheld medical vaporiser device,handheld medical vaporiser device with neutral charging/carrying accessories,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
4ae963af-c3d2-4d63-b971-52802db324e8,Mid-Volume Automated Pre-Roll Machine,representative/v4/pre-roll-machine.png,representative/v4/pre-roll-machine.png,representative/v4/pre-roll-machine.png,automated pre-roll production machine,automated pre-roll production/filling machinery,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
d8d947dd-0ae1-4a03-b05f-7f446c8c42eb,"Oil Capsule Lot — Private Label Ready, GMP",representative/v3/capsules.png,representative/v3/capsules.png,representative/v3/capsules.png,finished pharmaceutical capsule product and neutral packaging,pharmaceutical capsules with neutral bottle and carton packaging,HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
5b950bc6-013c-4226-b04b-93ac2a677877,"Organic Pre-Roll Filter Tips (Bulk, per 1000)",representative/v3/pre-roll-consumables.png,representative/v3/pre-roll-consumables.png,representative/v3/pre-roll-consumables.png,pre-roll paper/cone/filter consumables,"pre-roll cones, paper, filter-tip and rolling-paper consumables",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
914f4ae6-1dbc-4efc-bcba-415436756a86,Pallet Stretch Wrap (Bulk Rolls),representative/v3/shipping-supplies.png,representative/v3/shipping-supplies.png,representative/v3/shipping-supplies.png,warehouse/shipping supplies,"shipping case, corrugated packaging, stretch film, tape and void-fill supplies",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
7fc02f93-6852-4060-a22c-6dc701716639,pH / EC Calibration Solution Kit,representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,laboratory consumables,"laboratory consumables including pipette supplies, sample containers and calibration materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
8e86d7b8-6090-46a4-8938-482bdd6cf182,Pharmaceutical-Grade Ethanol — IDA 99.9%,representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,representative/v3/lab-consumables.png,laboratory consumables,"laboratory consumables including pipette supplies, sample containers and calibration materials",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
1914872d-6ef9-435b-878b-5ee21db3ab44,"Pre-Roll Cones — 109mm King Size, Kraft/Rice (India)",representative/v3/pre-roll-consumables.png,representative/v3/pre-roll-consumables.png,representative/v3/pre-roll-consumables.png,pre-roll paper/cone/filter consumables,"pre-roll cones, paper, filter-tip and rolling-paper consumables",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
b32ecb33-7e48-4962-85d5-aae12541146d,"Pre-Roll Cones — 84mm, Rice Paper (India)",representative/v3/pre-roll-consumables.png,representative/v3/pre-roll-consumables.png,representative/v3/pre-roll-consumables.png,pre-roll paper/cone/filter consumables,"pre-roll cones, paper, filter-tip and rolling-paper consumables",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
9463dce0-0347-43f8-882a-ff1525d2c95d,"Pre-Roll Cones — 98mm, Hemp Paper (India)",representative/v3/pre-roll-consumables.png,representative/v3/pre-roll-consumables.png,representative/v3/pre-roll-consumables.png,pre-roll paper/cone/filter consumables,"pre-roll cones, paper, filter-tip and rolling-paper consumables",HARBOURVIEW_ILLUSTRATIVE,No approved higher-trust production media exists; illustrative row remains eligible fallback only.,PASS,Pixel-inspected representative subject is materially aligned with the advertised listing class; public trust/disclosure metadata is valid.
